CustomerID,Gender,Age,Country,TenureMonths,ContractType,PaymentMethod,InternetService,HasPhoneService,AddonStreaming,MonthlyCharges,TotalCharges,SupportTicketsLast6M,IsActiveAppUser,SatisfactionScore,Churn,ChurnReason
C1499,Male,66,Finland,67,Two year,Electronic invoice,Fiber,Yes,Yes,86.41,5771.2,0,Yes,4,0,
C1500,Female,67,Denmark,24,Two year,Credit card,Mobile,Yes,No,21.1,481.01,3,Yes,4,0,
C1501,Female,22,Sweden,50,Two year,Credit card,Fiber,Yes,No,63.05,3166.54,0,No,5,0,
C1502,Male,37,Finland,12,Month-to-month,Direct debit,DSL,Yes,No,24.99,284.52,2,No,4,0,
C1503,Male,69,Finland,102,One year,Bank transfer,Mobile,Yes,No,19.17,1943.36,2,No,5,0,
C1504,Male,58,Norway,43,Month-to-month,Direct debit,DSL,Yes,Yes,45.46,1982.83,2,No,4,1,Moving
C1505,Male,28,Finland,34,Two year,Credit card,Mobile,Yes,No,16.52,571.95,1,No,5,0,
C1506,Male,73,Sweden,54,One year,Credit card,Fiber,No,Yes,76.09,4120.8,3,Yes,4,1,Other
C1507,Female,71,Finland,86,Two year,Credit card,Fiber,Yes,No,70.27,6015.69,2,Yes,4,0,
C1508,Female,50,Norway,8,One year,Electronic invoice,Fiber,Yes,Yes,89.59,730.83,2,Yes,4,0,
C1509,Female,67,Finland,1,Month-to-month,Bank transfer,Fiber,No,No,40.9,35.35,4,Yes,4,0,
C1510,Female,55,Norway,60,Two year,Bank transfer,DSL,Yes,Yes,67.95,4068.12,1,Yes,4,0,
C1511,Female,44,Denmark,117,Two year,Credit card,Fiber,Yes,No,71.29,8349.1,5,Yes,4,0,
C1512,Female,51,Norway,40,Two year,Credit card,Mobile,No,No,40.79,1631.77,1,Yes,5,0,
C1513,Female,32,Finland,43,One year,Bank transfer,Fiber,Yes,No,64.59,2748.1,1,Yes,4,0,
C1514,Male,49,Finland,63,One year,Credit card,DSL,Yes,No,54.71,3465.77,1,No,5,1,Other
C1515,Male,78,Finland,30,Month-to-month,Bank transfer,Fiber,No,No,58.0,1760.95,2,Yes,4,0,
C1516,Male,75,Finland,107,Two year,Bank transfer,Mobile,Yes,Yes,64.35,6873.7,0,Yes,5,0,
C1517,Female,38,Finland,46,Two year,Direct debit,Fiber,Yes,Yes,88.02,4061.1,1,Yes,4,0,
C1518,Female,63,Denmark,1,Month-to-month,Direct debit,Fiber,No,No,87.05,105.32,3,Yes,4,1,Moving
C1519,Male,22,Sweden,95,Two year,Bank transfer,None,No,Yes,39.17,3683.78,2,Yes,5,0,
C1520,Female,23,Sweden,81,Month-to-month,Credit card,Fiber,No,Yes,97.71,7904.21,1,Yes,4,1,Moving
C1521,Male,55,Norway,76,Two year,Direct debit,Fiber,Yes,Yes,74.78,5639.73,2,Yes,4,1,Moving
C1522,Female,79,Norway,109,Two year,Direct debit,Mobile,Yes,No,38.02,4156.86,0,Yes,5,0,
C1523,Male,39,Finland,68,Two year,Credit card,Mobile,Yes,No,47.06,3209.01,3,Yes,4,0,
C1524,Male,79,Denmark,57,Two year,Electronic invoice,DSL,Yes,Yes,31.64,1790.37,2,Yes,5,0,
C1525,Female,35,Finland,105,One year,Credit card,DSL,Yes,Yes,42.48,4457.4,0,Yes,5,0,
C1526,Male,31,Denmark,43,Month-to-month,Credit card,Mobile,Yes,No,47.18,2021.38,2,No,4,0,
C1527,Male,27,Denmark,73,Two year,Credit card,DSL,Yes,No,52.56,3796.07,4,Yes,4,0,
C1528,Male,63,Denmark,55,One year,Electronic invoice,Mobile,Yes,No,48.6,2699.01,3,Yes,4,1,Moving
C1529,Female,30,Norway,42,Month-to-month,Bank transfer,DSL,Yes,No,26.77,1129.44,1,Yes,5,1,Moving
C1530,Female,48,Finland,88,Two year,Direct debit,Fiber,Yes,Yes,100.86,8872.79,1,Yes,4,1,Moving
C1531,Male,47,Sweden,33,One year,Credit card,DSL,No,Yes,31.66,1042.02,2,No,4,0,
C1532,Female,20,Norway,100,Two year,Bank transfer,Mobile,Yes,Yes,60.2,6034.15,1,Yes,5,0,
C1533,Female,47,Sweden,29,Two year,Bank transfer,Mobile,Yes,No,24.18,669.48,1,Yes,5,0,
C1534,Male,23,Germany,70,Two year,Electronic invoice,Fiber,No,No,79.7,5561.49,1,Yes,4,0,
C1535,Male,46,Finland,69,Two year,Credit card,Mobile,Yes,Yes,42.64,2946.42,0,No,5,1,Other
C1536,Male,25,Finland,117,Two year,Credit card,DSL,Yes,No,59.45,6977.96,2,No,5,1,Competitor
C1537,Male,61,Finland,54,Two year,Credit card,DSL,Yes,No,43.2,2284.6,2,No,4,0,
C1538,Female,62,Finland,66,Two year,Electronic invoice,Mobile,No,No,40.07,2664.54,2,Yes,5,1,Moving
C1539,Male,60,Norway,12,Month-to-month,Bank transfer,Mobile,Yes,No,26.03,298.2,1,No,5,1,Moving
C1540,Female,61,Denmark,2,One year,Bank transfer,Mobile,Yes,No,49.29,92.85,1,Yes,4,0,
C1541,Female,50,Norway,25,Two year,Bank transfer,Mobile,No,No,32.69,817.93,2,No,4,0,
C1542,Male,34,Denmark,56,One year,Electronic invoice,Fiber,No,No,39.7,2201.1,0,No,5,0,
C1543,Female,65,Germany,23,Month-to-month,Electronic invoice,DSL,Yes,No,44.34,995.01,1,No,4,0,
C1544,Male,28,Denmark,52,Two year,Direct debit,Mobile,No,No,53.1,2765.35,3,Yes,4,0,
C1545,Other,30,Finland,69,Month-to-month,Credit card,Fiber,No,No,67.03,4662.97,3,No,4,0,
C1546,Female,67,Denmark,42,Two year,Credit card,Fiber,Yes,No,51.41,2140.3,3,Yes,4,0,
C1547,Female,28,Finland,59,Two year,Electronic invoice,Fiber,Yes,No,61.05,3582.87,4,Yes,4,0,
C1548,Female,48,Finland,57,Month-to-month,Bank transfer,DSL,Yes,No,52.72,2980.57,3,No,4,0,
C1549,Male,45,Norway,48,Two year,Credit card,Mobile,Yes,Yes,42.25,2023.49,0,Yes,5,0,
C1550,Female,61,Finland,41,Month-to-month,Bank transfer,DSL,No,No,57.29,2329.24,0,Yes,5,0,
C1551,Female,23,Finland,75,Two year,Electronic invoice,Mobile,Yes,No,50.44,3763.78,4,Yes,4,0,
C1552,Female,58,Finland,112,One year,Bank transfer,Fiber,No,No,53.4,5985.0,3,No,4,0,
C1553,Female,33,Finland,99,Two year,Direct debit,Fiber,Yes,No,58.64,5776.47,1,Yes,5,0,
C1554,Female,21,Germany,65,One year,Electronic invoice,Fiber,Yes,No,71.54,4682.55,1,Yes,4,0,
C1555,Male,52,Finland,10,Month-to-month,Bank transfer,DSL,Yes,Yes,68.95,665.98,1,No,4,1,Other
C1556,Male,77,Finland,102,One year,Credit card,Fiber,Yes,No,86.05,8799.73,3,Yes,4,0,
C1557,Female,65,Sweden,97,Month-to-month,Electronic invoice,Fiber,No,No,64.76,6321.18,3,Yes,4,0,
C1558,Male,73,Sweden,89,One year,Electronic invoice,Fiber,Yes,Yes,64.12,5730.64,3,No,4,1,Competitor
C1559,Female,76,Germany,17,Month-to-month,Electronic invoice,DSL,Yes,No,38.44,674.96,2,Yes,4,0,
C1560,Female,43,Finland,84,One year,Direct debit,DSL,Yes,Yes,58.6,4938.32,1,Yes,5,0,
C1561,Male,79,Sweden,99,Two year,Credit card,DSL,No,No,33.24,3295.04,4,Yes,4,1,Other
C1562,Male,74,Norway,103,Two year,Electronic invoice,Fiber,No,Yes,74.13,7658.97,0,No,5,0,
C1563,Female,29,Germany,51,Two year,Credit card,DSL,Yes,No,25.21,1280.5,1,No,5,0,
C1564,Male,28,Norway,45,Two year,Electronic invoice,Mobile,Yes,Yes,34.48,1568.9,2,No,4,0,
C1565,Female,54,Denmark,43,Month-to-month,Electronic invoice,Fiber,Yes,No,41.9,1823.86,0,Yes,5,0,
C1566,Male,42,Finland,21,Month-to-month,Direct debit,Mobile,Yes,Yes,29.03,619.8,1,Yes,5,0,
C1567,Female,35,Sweden,52,One year,Electronic invoice,Mobile,Yes,No,52.41,2719.93,1,Yes,5,1,Other
C1568,Male,36,Sweden,58,Two year,Direct debit,DSL,Yes,No,28.2,1645.36,1,No,5,0,
C1569,Female,40,Germany,93,Two year,Credit card,Mobile,Yes,Yes,49.95,4637.96,0,Yes,5,0,
C1570,Male,72,Finland,113,Month-to-month,Direct debit,Fiber,Yes,No,39.07,4404.03,1,Yes,5,0,
C1571,Female,55,Finland,106,One year,Credit card,Mobile,Yes,Yes,39.8,4234.55,0,No,5,0,
C1572,Male,71,Finland,29,Month-to-month,Bank transfer,Mobile,Yes,No,24.83,722.99,2,No,5,0,
C1573,Female,35,Finland,7,One year,Credit card,DSL,Yes,No,25.75,195.77,0,No,5,0,
C1574,Female,43,Finland,97,Two year,Bank transfer,Fiber,Yes,No,58.85,5711.5,0,Yes,5,0,
C1575,Male,23,Germany,56,Month-to-month,Electronic invoice,Fiber,Yes,No,77.33,4340.67,2,Yes,4,0,
C1576,Male,21,Sweden,110,One year,Electronic invoice,Fiber,Yes,No,54.68,6042.77,1,Yes,5,0,
C1577,Male,61,Norway,72,Two year,Bank transfer,DSL,Yes,Yes,34.89,2508.84,1,No,5,0,
C1578,Female,68,Denmark,114,Two year,Bank transfer,DSL,No,No,52.2,5942.73,2,No,5,1,Moving
C1579,Female,46,Sweden,19,Month-to-month,Bank transfer,Fiber,Yes,Yes,67.39,1289.01,1,No,4,0,
C1580,Female,76,Finland,103,Two year,Electronic invoice,Fiber,No,No,70.7,7230.52,0,Yes,5,0,
C1581,Male,78,Finland,24,One year,Bank transfer,None,Yes,No,25.85,634.58,3,No,4,0,
C1582,Male,51,Finland,18,Two year,Direct debit,Mobile,Yes,Yes,37.87,664.42,2,Yes,4,1,Moving
C1583,Female,34,Norway,4,One year,Electronic invoice,Fiber,Yes,Yes,73.04,325.68,1,No,4,1,Other
C1584,Female,60,Sweden,74,Month-to-month,Bank transfer,DSL,Yes,Yes,64.65,4799.89,3,Yes,4,1,Moving
C1585,Other,60,Finland,78,Month-to-month,Electronic invoice,DSL,Yes,No,22.94,1807.64,4,Yes,4,0,
C1586,Male,70,Sweden,71,Two year,Electronic invoice,Fiber,Yes,No,67.22,4791.41,3,Yes,4,0,
C1587,Female,33,Germany,82,Month-to-month,Electronic invoice,Mobile,Yes,Yes,25.55,2085.92,2,Yes,5,0,
C1588,Male,19,Denmark,86,Two year,Credit card,Fiber,No,No,62.61,5379.26,2,Yes,4,0,
C1589,Male,51,Denmark,26,Two year,Bank transfer,Fiber,Yes,Yes,91.12,2335.28,4,Yes,3,1,Moving
C1590,Female,72,Denmark,39,Two year,Electronic invoice,Mobile,Yes,No,20.27,820.42,3,Yes,4,0,
C1591,Female,25,Finland,95,Month-to-month,Bank transfer,Mobile,Yes,No,48.76,4606.44,2,Yes,5,0,
C1592,Other,30,Denmark,25,One year,Direct debit,DSL,Yes,No,27.11,677.45,4,No,4,0,
C1593,Male,59,Finland,26,Two year,Credit card,DSL,Yes,No,54.47,1440.72,1,Yes,4,0,
C1594,Male,25,Norway,61,Month-to-month,Credit card,Fiber,Yes,No,69.22,4253.1,2,No,4,0,
C1595,Female,47,Norway,82,Two year,Bank transfer,Fiber,Yes,Yes,86.45,7083.88,0,No,4,0,
C1596,Female,49,Finland,49,Two year,Direct debit,None,Yes,No,26.07,1243.31,1,Yes,5,0,
C1597,Male,53,Denmark,41,One year,Bank transfer,DSL,Yes,No,50.48,2074.3,0,Yes,5,0,
C1598,Male,64,Germany,28,Two year,Direct debit,DSL,Yes,No,47.23,1329.1,1,Yes,4,0,
C1599,Male,47,Finland,38,Month-to-month,Bank transfer,Mobile,No,Yes,42.32,1616.64,3,Yes,4,1,Moving
C1600,Female,18,Denmark,59,One year,Direct debit,Mobile,No,No,50.25,2958.64,3,No,4,0,
C1601,Male,60,Finland,40,Two year,Direct debit,None,No,No,45.93,1834.44,2,Yes,4,0,
C1602,Male,56,Norway,32,Two year,Bank transfer,Fiber,Yes,No,73.78,2347.08,0,Yes,4,0,
C1603,Male,34,Sweden,82,One year,Bank transfer,Fiber,Yes,Yes,65.34,5361.05,2,Yes,4,0,
C1604,Male,76,Sweden,100,Two year,Credit card,DSL,Yes,No,43.6,4376.04,1,Yes,5,0,
C1605,Male,37,Germany,82,One year,Bank transfer,DSL,Yes,Yes,66.26,5438.58,0,No,5,0,
C1606,Female,41,Germany,96,Month-to-month,Direct debit,Fiber,Yes,Yes,54.48,5229.2,2,Yes,4,1,Competitor
C1607,Male,67,Denmark,110,Month-to-month,Bank transfer,Fiber,No,No,56.1,6193.48,2,Yes,5,0,
C1608,Female,39,Finland,15,Two year,Bank transfer,DSL,Yes,Yes,69.16,1042.53,1,Yes,4,0,
C1609,Male,46,Germany,22,Month-to-month,Direct debit,Mobile,Yes,Yes,46.73,1028.68,1,No,4,1,Competitor
C1610,Female,39,Finland,6,One year,Credit card,DSL,Yes,No,30.11,182.21,2,Yes,4,0,
C1611,Female,61,Germany,25,One year,Electronic invoice,Mobile,Yes,Yes,36.09,878.04,1,Yes,5,1,Moving
C1612,Female,26,Finland,95,Two year,Credit card,DSL,Yes,No,55.4,5241.2,0,Yes,5,0,
C1613,Female,54,Finland,11,Month-to-month,Electronic invoice,Mobile,Yes,No,53.09,581.51,4,Yes,4,1,Other
C1614,Male,27,Norway,71,Month-to-month,Bank transfer,DSL,Yes,No,58.0,4103.25,4,No,4,0,
C1615,Male,53,Finland,4,Month-to-month,Bank transfer,Mobile,Yes,Yes,51.62,205.58,2,Yes,4,0,
C1616,Female,54,Finland,105,Two year,Credit card,DSL,Yes,Yes,49.34,5197.83,1,No,5,0,
C1617,Other,45,Finland,91,Two year,Credit card,Fiber,Yes,No,56.16,5124.67,1,Yes,5,0,
C1618,Female,45,Finland,116,One year,Credit card,Mobile,No,No,23.15,2693.25,0,Yes,5,1,Competitor
C1619,Female,59,Finland,68,Two year,Credit card,DSL,Yes,No,22.39,1539.41,1,No,5,0,
C1620,Female,80,Finland,48,Month-to-month,Direct debit,DSL,Yes,Yes,29.09,1416.93,2,Yes,5,0,
C1621,Male,60,Sweden,25,Two year,Bank transfer,Mobile,No,No,51.69,1312.13,5,No,4,1,Other
C1622,Male,38,Finland,4,Month-to-month,Direct debit,Mobile,Yes,Yes,61.47,265.27,1,Yes,4,0,
C1623,Female,41,Norway,21,Month-to-month,Credit card,DSL,Yes,No,42.71,872.93,0,No,5,0,
C1624,Female,59,Finland,78,One year,Electronic invoice,DSL,Yes,No,59.95,4638.28,3,Yes,4,0,
C1625,Male,77,Germany,12,Two year,Bank transfer,DSL,No,Yes,64.09,753.48,1,Yes,4,1,Moving
C1626,Female,57,Germany,27,Two year,Credit card,DSL,Yes,No,46.2,1238.26,2,Yes,4,1,Other
C1627,Male,19,Finland,32,Month-to-month,Bank transfer,None,Yes,Yes,49.19,1592.65,3,Yes,4,1,Other
C1628,Female,72,Denmark,106,Two year,Credit card,Fiber,Yes,No,39.97,4234.89,1,No,5,0,
C1629,Male,25,Denmark,22,Month-to-month,Credit card,Fiber,Yes,No,67.95,1485.3,2,Yes,4,1,Competitor
C1630,Male,65,Germany,96,Month-to-month,Bank transfer,None,No,Yes,36.02,3461.19,2,No,5,0,
C1631,Female,44,Norway,106,One year,Direct debit,Fiber,Yes,No,65.94,7000.36,1,Yes,5,0,
C1632,Male,39,Finland,17,One year,Electronic invoice,Fiber,Yes,No,83.91,1441.98,0,Yes,4,0,
C1633,Female,54,Norway,113,Two year,Bank transfer,Fiber,Yes,No,55.46,6258.72,1,No,5,0,
C1634,Female,44,Norway,116,One year,Electronic invoice,Fiber,Yes,Yes,56.19,6498.9,2,No,5,1,Other
C1635,Female,74,Norway,29,Month-to-month,Electronic invoice,Fiber,No,No,71.33,2053.0,1,Yes,4,1,Other
C1636,Male,46,Finland,25,One year,Electronic invoice,DSL,No,Yes,51.77,1296.65,1,No,4,0,
C1637,Male,20,Germany,15,Month-to-month,Bank transfer,DSL,Yes,No,27.75,395.2,1,No,5,0,
C1638,Male,61,Germany,76,Month-to-month,Credit card,DSL,No,No,27.86,2136.33,1,No,5,0,
C1639,Other,30,Finland,38,One year,Credit card,DSL,Yes,Yes,70.75,2667.65,2,No,4,0,
C1640,Female,62,Finland,32,One year,Direct debit,Fiber,No,Yes,66.1,2084.05,1,No,4,1,Competitor
C1641,Female,27,Finland,25,Month-to-month,Bank transfer,Fiber,Yes,No,77.25,1934.36,1,Yes,4,0,
C1642,Female,53,Denmark,47,One year,Credit card,Fiber,Yes,No,78.5,3683.98,2,No,4,0,
C1643,Female,26,Norway,64,Month-to-month,Bank transfer,DSL,Yes,No,37.4,2403.02,1,Yes,5,1,Moving
C1644,Female,71,Norway,112,Month-to-month,Credit card,Fiber,Yes,Yes,64.0,7158.02,3,Yes,4,0,
C1645,Male,73,Sweden,37,Two year,Direct debit,DSL,Yes,No,50.95,1893.21,2,Yes,4,1,Other
C1646,Female,72,Norway,1,Month-to-month,Credit card,Fiber,No,Yes,87.17,107.31,1,No,4,1,Moving
C1647,Male,44,Finland,112,Two year,Direct debit,Mobile,No,No,21.08,2348.49,2,Yes,5,0,
C1648,Female,51,Sweden,5,Month-to-month,Direct debit,DSL,Yes,No,23.8,129.25,0,No,5,0,
C1649,Female,68,Denmark,45,One year,Credit card,Mobile,Yes,No,18.27,858.07,1,Yes,5,0,
C1650,Female,18,Germany,49,Month-to-month,Bank transfer,Mobile,No,Yes,55.14,2717.29,1,Yes,4,0,
C1651,Male,49,Germany,37,Month-to-month,Direct debit,DSL,Yes,No,37.43,1369.05,2,Yes,4,0,
C1652,Male,42,Germany,105,One year,Credit card,DSL,Yes,No,25.28,2661.1,2,Yes,5,0,
C1653,Male,46,Sweden,87,Two year,Credit card,None,Yes,No,33.61,2898.04,0,No,5,0,
C1654,Male,24,Sweden,17,Month-to-month,Bank transfer,DSL,Yes,Yes,46.73,771.26,1,Yes,4,1,Moving
C1655,Male,66,Denmark,26,One year,Direct debit,Mobile,Yes,No,46.22,1231.56,2,No,4,0,
C1656,Female,20,Germany,40,Two year,Direct debit,Fiber,Yes,No,62.92,2524.96,0,Yes,5,1,Moving
C1657,Female,37,Finland,71,One year,Credit card,DSL,Yes,Yes,40.26,2889.23,1,No,5,1,Competitor
C1658,Male,37,Finland,91,Two year,Bank transfer,DSL,Yes,No,26.35,2406.37,1,No,5,0,
C1659,Male,70,Finland,73,Month-to-month,Credit card,Fiber,No,Yes,82.1,5982.39,1,Yes,4,0,
C1660,Male,47,Norway,16,Two year,Electronic invoice,Fiber,Yes,Yes,49.05,785.66,2,Yes,4,0,
C1661,Female,52,Finland,118,One year,Bank transfer,Fiber,Yes,Yes,76.91,9080.74,0,Yes,5,0,
C1662,Female,52,Finland,61,One year,Electronic invoice,Mobile,Yes,No,35.56,2213.43,2,Yes,5,0,
C1663,Female,66,Finland,28,Two year,Bank transfer,Mobile,Yes,No,31.06,883.74,0,Yes,5,0,
C1664,Female,56,Finland,57,One year,Direct debit,DSL,Yes,No,40.36,2285.65,3,No,4,0,
C1665,Other,44,Germany,69,One year,Bank transfer,Mobile,Yes,Yes,55.32,3813.21,1,No,5,0,
C1666,Female,43,Finland,77,Two year,Direct debit,Mobile,Yes,No,38.08,2941.62,3,Yes,4,0,
C1667,Male,31,Norway,21,One year,Bank transfer,Mobile,Yes,No,45.19,927.23,1,No,4,0,
C1668,Female,34,Norway,117,Month-to-month,Direct debit,Fiber,Yes,Yes,71.78,8397.9,1,Yes,5,1,Moving
C1669,Male,35,Germany,5,Month-to-month,Bank transfer,Mobile,Yes,Yes,60.36,297.7,0,Yes,4,0,
C1670,Female,62,Finland,25,Month-to-month,Bank transfer,Fiber,Yes,No,60.33,1517.97,1,Yes,4,0,
C1671,Male,69,Germany,38,Two year,Bank transfer,Fiber,Yes,No,53.53,2032.16,0,Yes,5,0,
C1672,Female,46,Norway,11,Two year,Electronic invoice,None,No,No,22.09,215.03,5,Yes,4,1,Other
C1673,Female,37,Germany,98,One year,Direct debit,DSL,Yes,No,56.14,5500.81,0,Yes,5,0,
C1674,Female,70,Germany,13,Month-to-month,Bank transfer,DSL,Yes,Yes,71.99,951.23,1,No,4,0,
C1675,Female,44,Finland,21,Month-to-month,Direct debit,Mobile,Yes,No,42.71,925.81,1,No,4,0,
C1676,Male,35,Finland,50,Month-to-month,Direct debit,DSL,No,No,48.97,2467.74,1,No,5,0,
C1677,Male,21,Finland,22,Two year,Electronic invoice,Mobile,Yes,Yes,42.48,902.65,1,Yes,4,0,
C1678,Male,18,Sweden,47,Month-to-month,Electronic invoice,Mobile,Yes,Yes,51.31,2384.84,0,Yes,5,0,
C1679,Male,67,Finland,70,One year,Direct debit,DSL,Yes,No,59.69,4157.16,3,Yes,4,1,Moving
C1680,Female,18,Finland,103,Two year,Bank transfer,Fiber,Yes,No,74.11,7663.44,2,No,4,0,
C1681,Male,75,Sweden,49,Two year,Direct debit,Mobile,Yes,No,28.67,1414.73,4,Yes,4,1,Moving
C1682,Other,43,Finland,88,One year,Direct debit,Fiber,Yes,No,59.61,5298.47,0,Yes,5,0,
C1683,Female,62,Finland,12,One year,Electronic invoice,Mobile,Yes,Yes,49.63,621.25,1,Yes,4,0,
C1684,Female,37,Sweden,84,Two year,Credit card,Mobile,No,No,34.19,2873.87,0,No,5,0,
C1685,Male,69,Finland,104,Two year,Credit card,Fiber,Yes,No,54.18,5625.61,0,Yes,5,0,
C1686,Female,40,Sweden,9,One year,Credit card,DSL,Yes,No,45.08,413.2,1,No,4,0,
C1687,Female,27,Sweden,116,One year,Direct debit,Mobile,Yes,No,17.35,2029.42,2,Yes,5,0,
C1688,Female,76,Sweden,54,Month-to-month,Electronic invoice,Fiber,No,No,73.32,3983.5,1,No,4,0,
C1689,Female,28,Germany,8,Month-to-month,Credit card,DSL,Yes,Yes,63.74,504.14,0,Yes,4,1,Moving
C1690,Female,58,Sweden,78,One year,Direct debit,Mobile,No,No,45.4,3585.04,3,No,4,0,
C1691,Male,58,Sweden,51,Two year,Direct debit,Mobile,Yes,No,53.22,2713.33,4,Yes,4,1,Other
C1692,Female,22,Sweden,1,One year,Direct debit,Fiber,Yes,No,63.18,86.84,3,Yes,4,0,
C1693,Male,75,Denmark,24,Two year,Bank transfer,Fiber,Yes,No,74.27,1789.21,0,Yes,4,0,
C1694,Male,18,Germany,12,One year,Electronic invoice,Fiber,No,No,49.81,590.63,0,Yes,5,0,
C1695,Male,34,Germany,97,Two year,Credit card,Mobile,Yes,No,51.15,4922.28,2,No,5,0,
C1696,Male,39,Norway,50,Two year,Direct debit,Mobile,Yes,No,25.67,1258.72,3,No,4,0,
C1697,Male,51,Finland,57,Two year,Credit card,None,Yes,No,56.62,3250.87,0,No,5,0,
C1698,Male,73,Finland,33,One year,Bank transfer,Fiber,Yes,Yes,74.89,2486.42,1,Yes,4,1,Moving
C1699,Other,62,Finland,34,One year,Electronic invoice,Mobile,Yes,No,20.45,707.15,1,Yes,5,0,
C1700,Female,58,Germany,101,Two year,Credit card,None,No,Yes,43.18,4392.26,0,No,5,0,
C1701,Other,46,Norway,2,Month-to-month,Credit card,DSL,Yes,No,44.6,69.62,3,No,4,1,Moving
C1702,Male,21,Denmark,105,Two year,Direct debit,DSL,Yes,No,29.24,3060.76,1,Yes,5,0,
C1703,Male,22,Finland,119,Month-to-month,Bank transfer,Mobile,Yes,Yes,52.52,6241.79,4,No,4,0,
C1704,Female,28,Denmark,58,Two year,Bank transfer,DSL,Yes,Yes,61.49,3539.65,1,No,4,0,
C1705,Male,73,Finland,69,Two year,Credit card,DSL,Yes,Yes,41.04,2815.78,2,Yes,5,0,
C1706,Male,68,Finland,118,Two year,Credit card,DSL,Yes,No,43.21,5077.33,1,Yes,5,0,
C1707,Female,38,Sweden,47,One year,Bank transfer,Fiber,Yes,No,70.72,3292.44,0,Yes,5,0,
C1708,Male,52,Norway,63,Two year,Credit card,DSL,No,No,41.19,2577.03,1,No,5,0,
C1709,Female,29,Sweden,112,Two year,Electronic invoice,Fiber,Yes,Yes,83.52,9352.92,2,Yes,4,0,
C1710,Female,43,Germany,18,Month-to-month,Credit card,None,Yes,No,34.02,648.1,2,Yes,4,0,
C1711,Male,68,Finland,66,Two year,Bank transfer,Mobile,Yes,No,57.49,3773.96,1,No,5,1,Moving
C1712,Male,36,Norway,81,Month-to-month,Credit card,Mobile,Yes,Yes,48.97,3988.04,1,No,5,1,Competitor
C1713,Female,62,Sweden,102,Month-to-month,Credit card,DSL,Yes,No,52.98,5408.38,1,No,5,0,
C1714,Male,77,Finland,72,One year,Direct debit,Mobile,No,Yes,51.4,3709.54,1,Yes,5,0,
C1715,Male,24,Denmark,115,Two year,Direct debit,Mobile,Yes,No,48.83,5618.35,0,No,5,0,
C1716,Other,64,Denmark,75,One year,Credit card,Fiber,No,Yes,76.79,5722.18,2,Yes,4,0,
C1717,Male,72,Denmark,4,Month-to-month,Credit card,DSL,Yes,Yes,41.24,143.93,0,Yes,5,0,
C1718,Female,24,Germany,66,One year,Credit card,Fiber,Yes,No,72.76,4813.63,0,Yes,5,1,Other
C1719,Other,43,Denmark,10,Month-to-month,Direct debit,Mobile,No,No,52.96,530.52,2,No,4,0,
C1720,Male,57,Finland,120,Two year,Direct debit,Fiber,No,Yes,50.69,6049.89,3,No,4,0,
C1721,Male,22,Denmark,93,Two year,Credit card,Mobile,No,No,54.97,5107.86,1,Yes,5,0,
C1722,Male,38,Finland,67,Two year,Bank transfer,Fiber,Yes,No,52.99,3562.18,1,Yes,5,0,
C1723,Male,31,Finland,68,Month-to-month,Direct debit,Fiber,Yes,Yes,65.87,4454.08,2,No,4,0,
C1724,Male,21,Finland,0,Month-to-month,Electronic invoice,Mobile,Yes,No,26.5,0.0,1,Yes,5,0,
C1725,Female,40,Denmark,90,Two year,Electronic invoice,DSL,Yes,No,43.44,3939.97,3,Yes,4,0,
C1726,Male,59,Denmark,91,Two year,Bank transfer,Fiber,Yes,No,85.38,7781.37,1,Yes,4,0,
C1727,Female,37,Finland,62,Month-to-month,Credit card,None,No,Yes,45.01,2822.35,0,Yes,5,0,
C1728,Other,32,Denmark,28,Month-to-month,Credit card,Mobile,Yes,No,39.57,1100.43,4,Yes,4,0,
C1729,Female,67,Germany,81,Two year,Direct debit,DSL,No,No,27.03,2211.06,1,No,5,0,
C1730,Female,69,Finland,11,Month-to-month,Electronic invoice,DSL,Yes,No,45.25,477.12,1,Yes,4,0,
C1731,Male,62,Finland,76,Two year,Bank transfer,Fiber,Yes,Yes,59.4,4531.01,0,No,5,0,
C1732,Female,46,Denmark,40,One year,Bank transfer,Mobile,Yes,No,36.28,1436.9,1,Yes,5,0,
C1733,Female,25,Finland,1,Month-to-month,Bank transfer,Fiber,Yes,Yes,79.14,88.28,1,Yes,4,0,
C1734,Male,58,Norway,36,Two year,Bank transfer,Fiber,No,No,63.79,2306.59,2,No,4,0,
C1735,Male,65,Finland,44,Month-to-month,Credit card,DSL,Yes,No,25.6,1140.16,1,Yes,5,0,
C1736,Female,36,Sweden,79,One year,Direct debit,Mobile,Yes,Yes,35.23,2763.01,2,No,5,1,Competitor
C1737,Male,65,Denmark,47,Two year,Credit card,Mobile,Yes,Yes,44.41,2093.6,2,No,4,0,
C1738,Male,56,Norway,23,Month-to-month,Credit card,None,Yes,No,52.36,1204.78,2,No,4,0,
C1739,Male,63,Denmark,98,One year,Direct debit,Fiber,No,No,68.55,6742.99,1,No,5,0,
C1740,Male,45,Germany,21,One year,Credit card,Mobile,Yes,Yes,61.18,1271.98,3,Yes,4,0,
C1741,Female,63,Denmark,99,One year,Credit card,Fiber,Yes,No,82.07,8098.81,3,Yes,4,0,
C1742,Female,74,Norway,10,Month-to-month,Credit card,Fiber,No,No,53.81,505.19,1,Yes,4,0,
